15891,20209,12:23:26
15891,20308,12:23:35
15891,20307,12:23:43
15891,20206,12:23:51
15891,20205,12:23:59
15891,20305,12:24:15
15891,20205,12:34:19
15891,20206,12:34:35
15891,20307,12:34:43
15891,20208,12:34:51
15891,20209,12:34:58
15891,20110,12:35:05
15891,20111,12:35:12
15891,10110,12:35:21
15891,10111,12:35:37
15891,10112,12:35:44
15891,10113,12:35:51
15891,10114,12:35:58
15891,10115,12:36:05
15891,10116,12:36:12
15891,10117,12:36:19
15891,10118,12:36:26
15891,10119,12:36:33
15891,10219,12:36:41
15891,10220,12:36:48
15891,10321,12:36:55
15891,10322,12:37:03
15891,10323,12:37:10
15891,10324,12:37:17
15891,10325,12:37:24
15891,10425,12:37:31
15891,10525,12:37:38
15891,10625,12:37:45
15891,10725,12:37:52
15891,10825,12:37:59
15891,10925,12:38:06
15891,11025,12:38:13
15891,11125,12:38:20
15891,11225,12:38:27
15891,11226,12:38:34
15891,11327,12:38:41
15891,11328,12:38:48
15891,11428,12:38:55
15891,11328,12:44:39
15891,11327,12:44:46
15891,11326,12:44:53
15891,11325,12:45:01
15891,11324,12:45:08
15891,11323,12:45:15
15891,11322,12:45:22
15891,11321,12:45:30
15891,11320,12:45:37
15891,11319,12:45:44
15891,11318,12:45:52
15891,11317,12:46:00
15891,11316,12:46:08
15891,11315,12:46:15
15891,11314,12:46:23
15891,11213,12:46:31
15891,11212,12:46:38
15891,11211,12:46:45
15891,11210,12:46:52
15891,11109,12:47:00
15891,11110,12:47:09
15891,11109,12:47:49
15891,11009,12:47:57
15891,11008,12:48:05
15891,10907,12:48:12
15891,10806,12:48:20
15891,10706,12:48:28
15891,10606,12:48:36
15891,10506,12:48:44
15891,10406,12:48:52
15891,10306,12:49:00
15891,10206,12:49:09
15891,10306,12:50:39
15891,10407,12:50:48
15891,10508,12:50:56
15891,10509,12:51:05
15891,10609,12:51:16
15891,10709,12:51:27
15891,10808,12:51:37
15891,10809,12:51:46
15891,10909,12:51:55
15891,11009,12:52:05
15891,11109,12:52:13
15891,11110,12:52:22
15891,11010,12:52:34
15891,11110,12:56:49
15891,11109,12:57:01
15891,11008,12:57:09
15891,11007,12:57:17
15891,11008,13:03:19
15891,11009,13:03:27
15891,11109,13:03:37
15891,11110,13:03:45
15891,11111,13:03:59
15891,11110,13:59:59
15891,11109,14:00:25
15891,11008,14:00:41
15891,11007,14:00:53
15891,11006,14:01:01
15891,10906,14:01:12
15891,10807,14:01:25
15891,10706,14:01:35
15891,10705,14:01:49
15891,10704,14:02:00
15891,10703,14:02:13
15891,10704,15:57:59
15891,10705,15:58:14
15891,10706,15:58:27
15891,10607,15:58:40
15891,10508,15:58:52
15891,10509,15:59:04
15891,10409,15:59:21
15891,10410,15:59:35
15891,10411,15:59:56
15891,10410,16:05:59
15891,10409,16:06:25
15891,10509,16:06:37
15891,10609,16:06:52
15891,10709,16:07:05
15891,10809,16:07:17
15891,10909,16:07:32
15891,11009,16:07:46
15891,11109,16:07:57
15891,11110,16:08:07
15891,11010,16:08:24
15891,11110,16:15:29
15891,11109,16:15:51
15891,11009,16:16:13
15891,10909,16:16:33
15891,10910,16:17:03
15891,10909,16:25:39
15891,11009,16:26:39
15891,11109,16:26:53
15891,11110,16:27:03
15891,11011,16:27:15
15891,11110,16:30:19
15891,11109,16:30:36
15891,11008,16:31:07
15891,11007,16:31:17
15891,10907,16:31:26
15891,10806,16:31:36
15891,10805,16:31:51
15891,10804,16:32:04
15891,10805,17:22:49
15891,10806,17:23:04
15891,10707,17:23:22
15891,10608,17:23:32
15891,10509,17:23:46
15891,10409,17:24:12
15891,10310,17:24:29
15891,10210,17:24:37
15891,10211,17:24:44
15891,10112,17:24:52
15891,10113,17:25:01
15891,10114,17:25:09
15891,10115,17:25:17
15891,10116,17:25:25
15891,10117,17:25:33
15891,10118,17:25:41
15891,10119,17:25:49
15891,10019,17:25:58
